invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I316782,C325872,Female,63,Clothing,4,1200.32,Credit Card,21-02-2023,Metropol AVM
I954678,C871112,Female,64,Clothing,5,1500.4,Debit Card,21-02-2023,Kanyon
I226169,C282224,Male,22,Clothing,1,300.08,Debit Card,21-02-2023,Kanyon
I494310,C245505,Male,55,Shoes,1,600.17,Cash,21-02-2023,Metrocity
I257248,C140976,Male,32,Clothing,2,600.16,Cash,21-02-2023,Kanyon
I125740,C305953,Male,51,Food & Beverage,3,15.69,Cash,21-02-2023,Istinye Park
I271935,C461584,Female,37,Cosmetics,2,81.32,Credit Card,21-02-2023,Metropol AVM
I120505,C308486,Female,44,Clothing,3,900.24,Cash,21-02-2023,Metrocity
I297701,C131554,Female,37,Clothing,5,1500.4,Cash,21-02-2023,Mall of Istanbul
I306960,C222309,Female,66,Clothing,5,1500.4,Credit Card,21-02-2023,Metrocity
I227045,C318819,Male,54,Technology,4,4200,Cash,21-02-2023,Kanyon
I145836,C167779,Male,45,Technology,5,5250,Credit Card,21-02-2023,Metrocity
I108352,C315812,Female,69,Clothing,3,900.24,Cash,21-02-2023,Metrocity
I277415,C157532,Female,21,Shoes,3,1800.51,Credit Card,21-02-2023,Metrocity
I717039,C136495,Male,39,Technology,3,3150,Cash,21-02-2023,Cevahir AVM
I135886,C141861,Female,62,Clothing,4,1200.32,Credit Card,21-02-2023,Forum Istanbul
I700407,C349862,Female,27,Souvenir,5,58.65,Credit Card,21-02-2023,Metropol AVM
I178548,C123180,Male,35,Books,1,15.15,Credit Card,21-02-2023,Metrocity
I346975,C211217,Female,34,Cosmetics,3,121.98,Debit Card,21-02-2023,Emaar Square Mall
I238068,C290468,Female,33,Shoes,1,600.17,Cash,21-02-2023,Kanyon
I100228,C248381,Male,42,Clothing,2,600.16,Cash,21-02-2023,Mall of Istanbul
I897366,C146034,Female,51,Cosmetics,1,40.66,Cash,21-02-2023,Zorlu Center
I156166,C338046,Female,35,Books,1,15.15,Credit Card,21-02-2023,Metropol AVM
I130442,C198183,Female,59,Souvenir,5,58.65,Cash,21-02-2023,Metropol AVM
I193897,C132527,Male,45,Clothing,1,300.08,Credit Card,21-02-2023,Metrocity
I166868,C697191,Female,32,Technology,3,3150,Cash,21-02-2023,Kanyon
I267582,C316390,Male,18,Souvenir,3,35.19,Credit Card,21-02-2023,Kanyon
I269237,C275434,Female,57,Food & Beverage,3,15.69,Credit Card,21-02-2023,Mall of Istanbul
I255346,C237218,Male,63,Clothing,5,1500.4,Cash,21-02-2023,Zorlu Center
I203101,C322007,Female,40,Clothing,2,600.16,Cash,21-02-2023,Istinye Park
I610483,C169288,Female,37,Clothing,1,300.08,Cash,21-02-2023,Cevahir AVM
I770599,C182876,Female,56,Cosmetics,1,40.66,Credit Card,21-02-2023,Metrocity
I258406,C509267,Male,42,Food & Beverage,3,15.69,Cash,21-02-2023,Forum Istanbul
I228099,C138379,Female,64,Toys,1,35.84,Debit Card,21-02-2023,Metrocity
I953698,C297084,Female,67,Clothing,3,900.24,Credit Card,21-02-2023,Kanyon
I183972,C395620,Female,48,Food & Beverage,1,5.23,Credit Card,21-02-2023,Zorlu Center
I874669,C181617,Female,20,Food & Beverage,5,26.15,Cash,21-02-2023,Metrocity
I246288,C266434,Female,61,Clothing,5,1500.4,Debit Card,21-02-2023,Mall of Istanbul
I256270,C101427,Male,32,Technology,5,5250,Credit Card,21-02-2023,Mall of Istanbul
I232075,C123014,Female,55,Shoes,1,600.17,Credit Card,21-02-2023,Zorlu Center
I112942,C177164,Female,44,Clothing,4,1200.32,Cash,21-02-2023,Mall of Istanbul
I157075,C968101,Male,47,Shoes,2,1200.34,Credit Card,21-02-2023,Mall of Istanbul
I271481,C375024,Female,56,Shoes,3,1800.51,Cash,21-02-2023,Cevahir AVM
I207880,C333133,Male,68,Souvenir,1,11.73,Credit Card,21-02-2023,Viaport Outlet
I257937,C153557,Male,39,Clothing,2,600.16,Debit Card,21-02-2023,Mall of Istanbul
I862334,C395678,Female,56,Toys,2,71.68,Cash,21-02-2023,Mall of Istanbul
I899276,C418356,Female,30,Clothing,2,600.16,Credit Card,21-02-2023,Metrocity
I105277,C326782,Female,30,Clothing,4,1200.32,Cash,21-02-2023,Kanyon
I264846,C283226,Male,49,Food & Beverage,2,10.46,Cash,21-02-2023,Kanyon
I570389,C220861,Male,60,Food & Beverage,1,5.23,Cash,21-02-2023,Cevahir AVM
I513959,C146115,Male,51,Toys,1,35.84,Credit Card,21-02-2023,Metropol AVM
I161081,C329551,Male,23,Souvenir,5,58.65,Cash,21-02-2023,Istinye Park
I288389,C417019,Male,47,Clothing,3,900.24,Credit Card,21-02-2023,Emaar Square Mall
I249141,C152110,Female,41,Technology,1,1050,Cash,21-02-2023,Mall of Istanbul
I208758,C725480,Male,36,Clothing,4,1200.32,Credit Card,21-02-2023,Istinye Park
I278870,C183832,Female,43,Shoes,5,3000.85,Credit Card,21-02-2023,Mall of Istanbul
I923909,C140645,Female,64,Clothing,4,1200.32,Cash,21-02-2023,Metrocity
I283874,C249053,Female,25,Clothing,3,900.24,Credit Card,21-02-2023,Kanyon
I871769,C177786,Male,65,Clothing,2,600.16,Credit Card,21-02-2023,Zorlu Center
I181674,C153788,Male,22,Clothing,2,600.16,Cash,21-02-2023,Mall of Istanbul
I117209,C154338,Male,60,Souvenir,1,11.73,Credit Card,21-02-2023,Mall of Istanbul
I265225,C699429,Female,21,Toys,4,143.36,Cash,21-02-2023,Forum Istanbul
I212107,C182345,Female,33,Books,2,30.3,Cash,21-02-2023,Mall of Istanbul
I170484,C605944,Male,19,Shoes,2,1200.34,Cash,21-02-2023,Forum Istanbul
I866247,C240195,Female,57,Clothing,2,600.16,Cash,21-02-2023,Viaport Outlet
I312034,C378521,Female,35,Food & Beverage,1,5.23,Debit Card,21-02-2023,Istinye Park
I578145,C121654,Male,63,Cosmetics,4,162.64,Cash,21-02-2023,Istinye Park
I211100,C784082,Female,62,Books,5,75.75,Credit Card,21-02-2023,Forum Istanbul
I136039,C118893,Female,46,Clothing,3,900.24,Credit Card,21-02-2023,Forum Istanbul
I695874,C140683,Female,22,Books,1,15.15,Cash,21-02-2023,Kanyon
I968706,C478829,Male,18,Clothing,4,1200.32,Cash,21-02-2023,Metrocity
I308809,C108981,Male,25,Shoes,4,2400.68,Debit Card,21-02-2023,Mall of Istanbul
I800135,C113275,Female,26,Toys,1,35.84,Debit Card,21-02-2023,Istinye Park
I280788,C226083,Male,68,Food & Beverage,5,26.15,Cash,21-02-2023,Mall of Istanbul
I222611,C244539,Female,26,Books,5,75.75,Debit Card,21-02-2023,Forum Istanbul
I187754,C104086,Female,18,Books,5,75.75,Cash,21-02-2023,Mall of Istanbul
I449965,C382990,Female,62,Books,3,45.45,Cash,21-02-2023,Metropol AVM
I392560,C892096,Male,24,Cosmetics,3,121.98,Cash,22-02-2023,Metropol AVM
I177200,C197871,Female,42,Food & Beverage,1,5.23,Debit Card,22-02-2023,Viaport Outlet
I189261,C163301,Male,29,Cosmetics,5,203.3,Credit Card,22-02-2023,Istinye Park
I125368,C630501,Female,26,Cosmetics,2,81.32,Debit Card,22-02-2023,Mall of Istanbul
I162119,C159423,Female,24,Clothing,2,600.16,Cash,22-02-2023,Kanyon
I961655,C322492,Male,63,Clothing,1,300.08,Cash,22-02-2023,Kanyon
I236787,C594692,Female,62,Food & Beverage,2,10.46,Debit Card,22-02-2023,Mall of Istanbul
I209933,C313283,Male,29,Souvenir,2,23.46,Cash,22-02-2023,Forum Istanbul
I193724,C517780,Female,30,Toys,4,143.36,Debit Card,22-02-2023,Emaar Square Mall
I104598,C300802,Male,40,Clothing,5,1500.4,Cash,22-02-2023,Istinye Park
I338099,C106117,Female,58,Technology,5,5250,Cash,22-02-2023,Viaport Outlet
I398885,C432763,Female,62,Cosmetics,3,121.98,Credit Card,22-02-2023,Zorlu Center
I143075,C212564,Female,57,Books,1,15.15,Debit Card,22-02-2023,Kanyon
I122778,C209836,Female,68,Food & Beverage,2,10.46,Cash,22-02-2023,Mall of Istanbul
I199167,C178180,Female,21,Souvenir,1,11.73,Cash,22-02-2023,Viaport Outlet
I314599,C646654,Male,57,Food & Beverage,2,10.46,Cash,22-02-2023,Cevahir AVM
I115060,C285934,Female,20,Clothing,1,300.08,Credit Card,22-02-2023,Mall of Istanbul
I129157,C206381,Male,22,Toys,4,143.36,Cash,22-02-2023,Viaport Outlet
I474034,C324190,Male,55,Clothing,4,1200.32,Cash,22-02-2023,Kanyon
I329207,C322719,Male,69,Cosmetics,5,203.3,Credit Card,22-02-2023,Kanyon
I882785,C207221,Female,33,Food & Beverage,1,5.23,Cash,22-02-2023,Mall of Istanbul
I198868,C132191,Female,51,Cosmetics,1,40.66,Cash,22-02-2023,Cevahir AVM
I157228,C240288,Female,38,Souvenir,5,58.65,Credit Card,22-02-2023,Metrocity
I246040,C186499,Male,27,Toys,5,179.2,Cash,22-02-2023,Cevahir AVM
I808767,C232418,Male,66,Cosmetics,3,121.98,Credit Card,22-02-2023,Istinye Park
I683216,C122507,Male,42,Food & Beverage,3,15.69,Cash,22-02-2023,Forum Istanbul
I167624,C200886,Male,33,Clothing,3,900.24,Debit Card,22-02-2023,Kanyon
I126211,C134373,Female,61,Clothing,4,1200.32,Credit Card,22-02-2023,Kanyon
I267413,C146774,Female,68,Souvenir,3,35.19,Debit Card,22-02-2023,Metrocity
I268751,C446073,Male,30,Clothing,4,1200.32,Credit Card,22-02-2023,Istinye Park
I111618,C109766,Female,60,Shoes,4,2400.68,Cash,22-02-2023,Metrocity
I223357,C333507,Female,58,Clothing,5,1500.4,Debit Card,22-02-2023,Mall of Istanbul
I154776,C191027,Male,61,Clothing,1,300.08,Cash,22-02-2023,Mall of Istanbul
I101979,C109876,Male,25,Clothing,2,600.16,Cash,22-02-2023,Mall of Istanbul
I187543,C143990,Male,38,Books,2,30.3,Cash,22-02-2023,Kanyon
I156389,C250672,Female,53,Toys,2,71.68,Cash,22-02-2023,Istinye Park
I304710,C308186,Female,24,Souvenir,5,58.65,Debit Card,22-02-2023,Kanyon
I823731,C320066,Male,68,Cosmetics,2,81.32,Credit Card,22-02-2023,Metrocity
I286302,C294058,Male,61,Toys,1,35.84,Cash,22-02-2023,Kanyon
I185418,C336668,Male,31,Food & Beverage,1,5.23,Cash,22-02-2023,Metropol AVM
I653363,C134444,Male,36,Technology,4,4200,Cash,22-02-2023,Metropol AVM
I185176,C309560,Male,33,Clothing,3,900.24,Credit Card,22-02-2023,Istinye Park
I922381,C362873,Female,31,Clothing,4,1200.32,Debit Card,22-02-2023,Metrocity
I285268,C192364,Female,57,Food & Beverage,1,5.23,Cash,22-02-2023,Viaport Outlet
I869076,C194858,Male,66,Shoes,3,1800.51,Cash,22-02-2023,Metrocity
I844233,C191427,Female,51,Clothing,5,1500.4,Debit Card,22-02-2023,Mall of Istanbul
I309013,C210388,Female,51,Food & Beverage,5,26.15,Cash,22-02-2023,Forum Istanbul
I294400,C201198,Female,56,Technology,5,5250,Cash,22-02-2023,Metrocity
I904137,C111818,Female,47,Food & Beverage,4,20.92,Credit Card,22-02-2023,Metrocity
I397140,C304488,Female,50,Cosmetics,3,121.98,Credit Card,22-02-2023,Metrocity
I114336,C192881,Male,36,Shoes,4,2400.68,Cash,22-02-2023,Istinye Park
I187815,C134330,Female,44,Food & Beverage,3,15.69,Cash,22-02-2023,Kanyon
I633368,C325512,Male,25,Clothing,2,600.16,Cash,22-02-2023,Istinye Park
I166754,C641378,Female,67,Clothing,3,900.24,Credit Card,22-02-2023,Metrocity
I184980,C105747,Male,35,Cosmetics,1,40.66,Debit Card,22-02-2023,Mall of Istanbul
I952364,C325554,Female,25,Food & Beverage,1,5.23,Credit Card,22-02-2023,Zorlu Center
I179288,C291129,Male,66,Cosmetics,4,162.64,Credit Card,22-02-2023,Kanyon
I145234,C318325,Female,44,Food & Beverage,2,10.46,Cash,22-02-2023,Metropol AVM
I250769,C408763,Female,38,Cosmetics,2,81.32,Cash,22-02-2023,Emaar Square Mall
I284241,C285702,Female,54,Souvenir,2,23.46,Cash,22-02-2023,Istinye Park
I121597,C293908,Female,58,Clothing,4,1200.32,Debit Card,22-02-2023,Cevahir AVM
I309878,C808697,Female,57,Toys,4,143.36,Credit Card,22-02-2023,Metrocity
I160705,C284761,Male,26,Clothing,5,1500.4,Debit Card,22-02-2023,Cevahir AVM
I157315,C308294,Female,41,Clothing,1,300.08,Cash,22-02-2023,Istinye Park
I240432,C217841,Female,60,Food & Beverage,5,26.15,Cash,22-02-2023,Zorlu Center
I172127,C117982,Female,48,Clothing,5,1500.4,Cash,22-02-2023,Kanyon
I655912,C333667,Male,45,Food & Beverage,1,5.23,Credit Card,22-02-2023,Forum Istanbul
I235294,C125351,Female,24,Clothing,1,300.08,Debit Card,22-02-2023,Kanyon
I249765,C231579,Female,57,Cosmetics,5,203.3,Credit Card,22-02-2023,Metrocity
I289664,C163683,Female,41,Toys,4,143.36,Credit Card,22-02-2023,Emaar Square Mall
I175905,C337706,Female,66,Clothing,4,1200.32,Credit Card,22-02-2023,Forum Istanbul
I303821,C304219,Female,32,Cosmetics,3,121.98,Cash,22-02-2023,Metrocity
I725131,C782478,Male,51,Shoes,5,3000.85,Cash,22-02-2023,Metrocity
I328399,C230536,Male,54,Technology,4,4200,Cash,22-02-2023,Mall of Istanbul
I292352,C806832,Female,63,Cosmetics,5,203.3,Cash,22-02-2023,Mall of Istanbul
I149212,C194527,Female,61,Clothing,1,300.08,Debit Card,22-02-2023,Kanyon
I238362,C554553,Male,42,Shoes,4,2400.68,Credit Card,22-02-2023,Istinye Park
I295328,C295706,Female,31,Toys,4,143.36,Credit Card,22-02-2023,Metropol AVM
I108037,C276437,Female,39,Food & Beverage,1,5.23,Credit Card,22-02-2023,Metropol AVM
I122576,C454090,Male,36,Clothing,3,900.24,Cash,22-02-2023,Istinye Park
I113956,C358652,Female,26,Food & Beverage,3,15.69,Debit Card,22-02-2023,Mall of Istanbul
I247586,C999853,Female,27,Clothing,1,300.08,Cash,22-02-2023,Metrocity
I295491,C227365,Female,24,Clothing,4,1200.32,Credit Card,22-02-2023,Forum Istanbul
I118049,C173670,Female,64,Food & Beverage,3,15.69,Cash,22-02-2023,Kanyon
I366782,C491844,Female,52,Souvenir,1,11.73,Cash,22-02-2023,Metropol AVM
I293427,C283214,Female,68,Technology,2,2100,Debit Card,22-02-2023,Viaport Outlet
I340670,C308596,Male,39,Food & Beverage,5,26.15,Credit Card,22-02-2023,Viaport Outlet
I893920,C139354,Male,46,Cosmetics,1,40.66,Cash,22-02-2023,Istinye Park
I184349,C151902,Male,46,Shoes,5,3000.85,Credit Card,22-02-2023,Metropol AVM
I163456,C174739,Female,65,Clothing,4,1200.32,Cash,22-02-2023,Mall of Istanbul
I223311,C309872,Female,44,Technology,3,3150,Cash,22-02-2023,Metrocity
I217013,C182451,Female,36,Cosmetics,4,162.64,Credit Card,22-02-2023,Kanyon
I312542,C755105,Female,68,Shoes,5,3000.85,Credit Card,22-02-2023,Metrocity
I146363,C771216,Female,30,Cosmetics,1,40.66,Debit Card,22-02-2023,Mall of Istanbul
I336820,C660875,Male,36,Toys,5,179.2,Debit Card,22-02-2023,Kanyon
I383147,C334461,Female,60,Toys,5,179.2,Cash,22-02-2023,Metropol AVM
I149750,C726576,Male,67,Food & Beverage,3,15.69,Credit Card,22-02-2023,Istinye Park
I321206,C680294,Female,28,Toys,5,179.2,Cash,22-02-2023,Kanyon
I169018,C295463,Male,31,Shoes,3,1800.51,Cash,22-02-2023,Istinye Park
I318780,C529558,Female,20,Cosmetics,5,203.3,Credit Card,22-02-2023,Mall of Istanbul
I839499,C247993,Male,58,Clothing,4,1200.32,Credit Card,22-02-2023,Mall of Istanbul
I665439,C176195,Male,63,Clothing,5,1500.4,Debit Card,22-02-2023,Mall of Istanbul
I232161,C310561,Female,26,Clothing,3,900.24,Credit Card,22-02-2023,Mall of Istanbul
I226532,C236130,Female,69,Cosmetics,1,40.66,Cash,22-02-2023,Istinye Park
I305585,C300236,Female,30,Cosmetics,5,203.3,Cash,22-02-2023,Forum Istanbul
I250585,C291638,Male,33,Souvenir,1,11.73,Cash,22-02-2023,Kanyon
I239908,C987021,Female,27,Toys,5,179.2,Cash,22-02-2023,Metropol AVM
I866854,C166552,Male,47,Clothing,5,1500.4,Credit Card,22-02-2023,Metrocity
I669860,C178402,Female,55,Clothing,3,900.24,Cash,22-02-2023,Viaport Outlet
I876232,C115811,Male,58,Cosmetics,2,81.32,Cash,22-02-2023,Istinye Park
I164194,C210838,Female,42,Souvenir,5,58.65,Debit Card,22-02-2023,Forum Istanbul
I238324,C168274,Male,67,Clothing,3,900.24,Cash,22-02-2023,Mall of Istanbul
I856856,C278730,Female,41,Clothing,3,900.24,Credit Card,22-02-2023,Kanyon
I494653,C280543,Female,53,Cosmetics,2,81.32,Cash,22-02-2023,Forum Istanbul
I418178,C164883,Female,44,Food & Beverage,5,26.15,Credit Card,22-02-2023,Kanyon
I156024,C149363,Male,60,Toys,1,35.84,Debit Card,22-02-2023,Istinye Park
I833719,C145977,Male,35,Clothing,5,1500.4,Cash,22-02-2023,Zorlu Center
I123686,C114023,Female,38,Souvenir,2,23.46,Cash,22-02-2023,Metropol AVM
I219707,C151706,Male,46,Clothing,4,1200.32,Cash,22-02-2023,Kanyon
I112693,C967450,Female,39,Clothing,4,1200.32,Cash,22-02-2023,Viaport Outlet
I102735,C662013,Female,55,Shoes,4,2400.68,Debit Card,22-02-2023,Zorlu Center
I413596,C707715,Female,63,Shoes,5,3000.85,Debit Card,22-02-2023,Istinye Park
I504141,C558480,Female,56,Cosmetics,1,40.66,Credit Card,23-02-2023,Kanyon
I908600,C259539,Female,54,Cosmetics,4,162.64,Credit Card,23-02-2023,Forum Istanbul
I737951,C143091,Male,29,Books,1,15.15,Cash,23-02-2023,Viaport Outlet
I142757,C308224,Female,36,Toys,3,107.52,Cash,23-02-2023,Metrocity
I478239,C216402,Female,28,Toys,3,107.52,Debit Card,23-02-2023,Emaar Square Mall
I147310,C202302,Male,55,Clothing,2,600.16,Credit Card,23-02-2023,Metropol AVM
I191853,C236866,Female,32,Clothing,4,1200.32,Cash,23-02-2023,Metrocity
I414748,C270649,Female,28,Toys,5,179.2,Credit Card,23-02-2023,Metropol AVM
I334994,C218136,Female,19,Toys,1,35.84,Credit Card,23-02-2023,Istinye Park
I273873,C143869,Female,25,Technology,1,1050,Credit Card,23-02-2023,Zorlu Center
I821053,C245915,Male,46,Food & Beverage,2,10.46,Debit Card,23-02-2023,Istinye Park
I300807,C302459,Male,22,Clothing,3,900.24,Cash,23-02-2023,Metrocity
I759933,C709605,Female,19,Shoes,4,2400.68,Cash,23-02-2023,Metrocity
I599128,C261954,Female,63,Food & Beverage,2,10.46,Credit Card,23-02-2023,Mall of Istanbul
I236950,C332613,Female,58,Clothing,3,900.24,Cash,23-02-2023,Mall of Istanbul
I286268,C248180,Female,33,Toys,2,71.68,Cash,23-02-2023,Metropol AVM
I757656,C125027,Male,32,Books,1,15.15,Credit Card,23-02-2023,Metropol AVM
I313431,C273688,Female,20,Clothing,5,1500.4,Credit Card,23-02-2023,Cevahir AVM
I198725,C132148,Male,49,Food & Beverage,2,10.46,Cash,23-02-2023,Kanyon
I383226,C975865,Female,19,Food & Beverage,5,26.15,Credit Card,23-02-2023,Kanyon
I140051,C286808,Male,53,Toys,5,179.2,Credit Card,23-02-2023,Kanyon
I133294,C280130,Female,24,Toys,1,35.84,Cash,23-02-2023,Mall of Istanbul
I213310,C290006,Female,44,Cosmetics,2,81.32,Credit Card,23-02-2023,Kanyon
I164875,C261139,Female,36,Clothing,4,1200.32,Debit Card,23-02-2023,Emaar Square Mall
I544243,C212653,Female,37,Toys,2,71.68,Cash,23-02-2023,Mall of Istanbul
I335995,C280299,Male,68,Clothing,5,1500.4,Cash,23-02-2023,Emaar Square Mall
I330425,C227687,Male,49,Clothing,5,1500.4,Debit Card,23-02-2023,Mall of Istanbul
I168087,C171156,Female,40,Clothing,1,300.08,Credit Card,23-02-2023,Cevahir AVM
I723054,C182790,Female,25,Clothing,5,1500.4,Debit Card,23-02-2023,Metrocity
I261744,C113948,Female,51,Clothing,3,900.24,Debit Card,23-02-2023,Kanyon
I295938,C215786,Female,18,Clothing,4,1200.32,Debit Card,23-02-2023,Metropol AVM
I315637,C133992,Female,64,Clothing,2,600.16,Credit Card,23-02-2023,Cevahir AVM
I573998,C271283,Male,42,Toys,5,179.2,Cash,23-02-2023,Metropol AVM
I247033,C320420,Female,51,Food & Beverage,4,20.92,Credit Card,23-02-2023,Metrocity
I196615,C694110,Female,40,Food & Beverage,2,10.46,Credit Card,23-02-2023,Istinye Park
I926100,C177577,Female,18,Food & Beverage,2,10.46,Debit Card,23-02-2023,Mall of Istanbul
I280216,C327811,Male,59,Clothing,4,1200.32,Cash,23-02-2023,Mall of Istanbul
I292255,C176036,Female,19,Cosmetics,4,162.64,Cash,23-02-2023,Viaport Outlet
I827726,C245259,Male,39,Shoes,4,2400.68,Credit Card,23-02-2023,Kanyon
I220982,C506430,Female,32,Toys,4,143.36,Cash,23-02-2023,Mall of Istanbul
I193383,C276892,Female,48,Clothing,4,1200.32,Debit Card,23-02-2023,Cevahir AVM
I236747,C386462,Male,53,Clothing,1,300.08,Cash,23-02-2023,Metropol AVM
I754588,C168377,Female,69,Books,3,45.45,Cash,23-02-2023,Mall of Istanbul
I133013,C233582,Male,30,Food & Beverage,4,20.92,Cash,23-02-2023,Zorlu Center
I519318,C206847,Female,41,Clothing,3,900.24,Credit Card,23-02-2023,Mall of Istanbul
I623350,C103894,Male,45,Cosmetics,5,203.3,Debit Card,23-02-2023,Kanyon
I831955,C288141,Female,38,Technology,5,5250,Cash,23-02-2023,Istinye Park
I278404,C315346,Male,51,Clothing,5,1500.4,Credit Card,23-02-2023,Viaport Outlet
I106430,C206289,Male,35,Shoes,1,600.17,Credit Card,23-02-2023,Mall of Istanbul
I132555,C390635,Female,48,Cosmetics,4,162.64,Credit Card,23-02-2023,Kanyon
I156722,C336228,Female,49,Clothing,2,600.16,Cash,23-02-2023,Mall of Istanbul
I361523,C262510,Male,42,Clothing,2,600.16,Cash,23-02-2023,Kanyon
I219754,C210853,Female,20,Toys,5,179.2,Debit Card,23-02-2023,Metrocity
I288976,C171094,Male,45,Clothing,4,1200.32,Cash,23-02-2023,Zorlu Center
I177514,C147248,Male,53,Clothing,1,300.08,Cash,23-02-2023,Mall of Istanbul
I172034,C289480,Female,42,Toys,5,179.2,Cash,23-02-2023,Kanyon
I512834,C120145,Female,24,Clothing,2,600.16,Cash,23-02-2023,Kanyon
I147420,C252487,Male,22,Toys,4,143.36,Cash,23-02-2023,Istinye Park
I337242,C145018,Female,45,Clothing,1,300.08,Credit Card,23-02-2023,Kanyon
I246518,C338076,Male,25,Souvenir,1,11.73,Credit Card,23-02-2023,Metrocity
I184775,C212842,Male,61,Toys,3,107.52,Credit Card,23-02-2023,Metrocity
I151058,C485992,Female,52,Food & Beverage,1,5.23,Cash,23-02-2023,Kanyon
I108070,C604791,Male,56,Clothing,5,1500.4,Credit Card,23-02-2023,Metropol AVM
I228984,C352151,Male,38,Food & Beverage,3,15.69,Credit Card,23-02-2023,Metrocity
I262839,C238812,Female,31,Shoes,3,1800.51,Cash,23-02-2023,Mall of Istanbul
I683174,C193214,Male,69,Toys,1,35.84,Cash,23-02-2023,Cevahir AVM
I317302,C239520,Female,49,Food & Beverage,5,26.15,Cash,23-02-2023,Istinye Park
I249394,C114977,Female,65,Toys,4,143.36,Debit Card,23-02-2023,Metrocity
I815040,C240880,Female,61,Toys,5,179.2,Cash,23-02-2023,Viaport Outlet
I128174,C378158,Male,69,Books,5,75.75,Credit Card,23-02-2023,Zorlu Center
I424874,C123223,Female,42,Books,2,30.3,Cash,23-02-2023,Mall of Istanbul
I328444,C162921,Female,39,Toys,1,35.84,Cash,23-02-2023,Metropol AVM
I169485,C138085,Male,55,Clothing,5,1500.4,Debit Card,23-02-2023,Mall of Istanbul
I318907,C246283,Female,31,Food & Beverage,5,26.15,Cash,23-02-2023,Kanyon
I310526,C264121,Male,55,Technology,3,3150,Credit Card,23-02-2023,Mall of Istanbul
I843812,C898605,Female,27,Toys,1,35.84,Credit Card,23-02-2023,Metrocity
I206147,C311062,Female,29,Cosmetics,5,203.3,Debit Card,23-02-2023,Metrocity
I328991,C163329,Male,40,Clothing,2,600.16,Cash,23-02-2023,Metropol AVM
I137824,C560758,Female,29,Shoes,3,1800.51,Cash,23-02-2023,Metrocity
I350949,C902223,Female,50,Food & Beverage,4,20.92,Debit Card,23-02-2023,Mall of Istanbul
I421271,C324170,Female,37,Food & Beverage,2,10.46,Cash,23-02-2023,Mall of Istanbul
I165499,C324939,Female,28,Clothing,4,1200.32,Cash,23-02-2023,Kanyon
I166525,C181335,Female,30,Cosmetics,1,40.66,Cash,23-02-2023,Istinye Park
I335751,C112573,Female,36,Toys,3,107.52,Credit Card,23-02-2023,Kanyon
I894110,C264005,Male,66,Clothing,3,900.24,Cash,23-02-2023,Mall of Istanbul
I350741,C101647,Female,47,Souvenir,4,46.92,Cash,23-02-2023,Mall of Istanbul
I976638,C986469,Female,23,Toys,4,143.36,Debit Card,23-02-2023,Metrocity
I267069,C181904,Female,67,Books,2,30.3,Credit Card,23-02-2023,Metrocity
I209218,C317977,Female,42,Cosmetics,4,162.64,Debit Card,23-02-2023,Kanyon
I235482,C321345,Male,66,Shoes,3,1800.51,Cash,23-02-2023,Kanyon
I920933,C146540,Female,49,Clothing,5,1500.4,Debit Card,23-02-2023,Mall of Istanbul
I308120,C238538,Female,41,Toys,2,71.68,Credit Card,23-02-2023,Istinye Park
I300067,C171767,Female,62,Cosmetics,2,81.32,Cash,23-02-2023,Istinye Park
I327668,C254428,Female,26,Food & Beverage,2,10.46,Debit Card,23-02-2023,Emaar Square Mall
I175946,C127033,Male,30,Clothing,2,600.16,Credit Card,23-02-2023,Mall of Istanbul
I351893,C918157,Female,25,Food & Beverage,1,5.23,Debit Card,23-02-2023,Kanyon
I289680,C197620,Female,51,Food & Beverage,4,20.92,Debit Card,23-02-2023,Cevahir AVM
I172121,C324760,Male,56,Food & Beverage,3,15.69,Debit Card,23-02-2023,Istinye Park
I989857,C178129,Female,54,Cosmetics,3,121.98,Credit Card,23-02-2023,Metrocity
I214259,C418507,Female,57,Clothing,2,600.16,Cash,23-02-2023,Istinye Park
I117987,C184310,Male,20,Cosmetics,4,162.64,Cash,23-02-2023,Istinye Park
I192614,C857253,Female,68,Clothing,1,300.08,Debit Card,23-02-2023,Mall of Istanbul
I123732,C213431,Female,34,Clothing,4,1200.32,Debit Card,23-02-2023,Metropol AVM
I521482,C211623,Male,43,Clothing,5,1500.4,Credit Card,23-02-2023,Mall of Istanbul
I725094,C272621,Female,25,Food & Beverage,3,15.69,Credit Card,23-02-2023,Istinye Park
I322089,C332601,Female,69,Cosmetics,3,121.98,Credit Card,23-02-2023,Kanyon
I335587,C191315,Female,30,Souvenir,2,23.46,Credit Card,23-02-2023,Kanyon
I822354,C225826,Female,68,Cosmetics,1,40.66,Cash,23-02-2023,Metrocity
I853288,C190173,Female,33,Clothing,1,300.08,Cash,23-02-2023,Viaport Outlet
I311506,C310051,Female,37,Cosmetics,3,121.98,Cash,23-02-2023,Mall of Istanbul
I185941,C928609,Female,58,Clothing,2,600.16,Credit Card,23-02-2023,Metropol AVM
I187127,C312794,Female,46,Technology,4,4200,Credit Card,23-02-2023,Metrocity
I155268,C232556,Female,27,Technology,1,1050,Cash,23-02-2023,Kanyon
I169146,C138613,Male,32,Food & Beverage,5,26.15,Credit Card,23-02-2023,Metropol AVM
